ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Servicios de transporte, restaurante, cafetería y salud (enfermería, odontología, psicología)";"1";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Apoyo a la investigación";"3";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Convivencia y manejo de conflictos";"3";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"2";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"2";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"1";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"4";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Control fiscal";"3";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos psicosociales";"2";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Programas de seguridad";"3";"2025-11-16 15:02:01"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Proyectos de vida";"2";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Actividades Extracurriculares";"1";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Motivación hacia el Aprendizaje";"1";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Articulación de planes, proyectos y acciones";"1";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"2";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Asamblea de Padres de Familia";"4";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comisión de Evaluación y Promoción";"2";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Académico";"2";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"1";"2025-11-16 15:02:01"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Personero Estudiantil";"2";"2025-11-16 15:02:01"
