ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Mantenimiento de la planta física";"1";"2025-11-12 23:52:31"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Servicios de transporte, restaurante, cafetería y salud (enfermería, odontología, psicología)";"3";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Apoyo a la investigación";"2";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Asignación académica";"4";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Convivencia y manejo de conflictos";"2";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Estímulos";"1";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"2";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Formación y capacitación";"3";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"3";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Necesidades y expectativas de los estudiantes";"2";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Presupuesto anual del Fondo de Servicios Educativos (FSE)";"3";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos psicosociales";"3";"2025-11-12 23:52:31"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Uso de la planta física y de los medios";"3";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"2";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Conflictos";"3";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Mecanismos de Comunicación";"2";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Reconocimiento de Logros";"4";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Misión, visión y principios en el marco de una institución integrada";"1";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comisión de Evaluación y Promoción";"2";"2025-11-12 23:52:31"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"2";"2025-11-12 23:52:31"
