ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Enfoque metodológico";"4";"2025-11-16 17:38:45"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Recursos para el aprendizaje";"1";"2025-11-16 17:38:45"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Mantenimiento de la planta física";"4";"2025-11-16 17:38:45"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Programas para la adecuación y embellecimiento de la planta física";"2";"2025-11-16 17:38:45"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Servicios de transporte, restaurante, cafetería y salud (enfermería, odontología, psicología)";"4";"2025-11-16 17:38:45"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"2";"2025-11-16 17:38:45"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Pertenencia del personal vinculado";"4";"2025-11-16 17:38:45"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"1";"2025-11-16 17:38:45"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Proyectos de vida";"3";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Actividades Extracurriculares";"4";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Conflictos";"4";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"3";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Identificación y Divulgación de Buenas Prácticas";"2";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Reconocimiento de Logros";"4";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Trabajo en Equipo";"4";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Estrategia pedagógica";"4";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"3";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comité de Convivencia";"4";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Autoridades Educativas";"1";"2025-11-16 17:38:45"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Familias o Acudientes";"3";"2025-11-16 17:38:45"
