ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Evaluación";"1";"2025-11-14 23:33:25"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Apoyo a estudiantes con bajo desempeño académico o con dificultades de interacción";"4";"2025-11-14 23:33:25"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Asignación académica";"1";"2025-11-14 23:33:25"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"4";"2025-11-14 23:33:25"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"4";"2025-11-14 23:33:25"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"4";"2025-11-14 23:33:25"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Control fiscal";"4";"2025-11-14 23:33:25"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"4";"2025-11-14 23:33:25"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"4";"2025-11-14 23:33:25"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Mecanismos de Comunicación";"4";"2025-11-14 23:33:25"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"3";"2025-11-14 23:33:25"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Seguimiento y autoevaluación";"4";"2025-11-14 23:33:25"
