ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Asignación académica";"4";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"4";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Formación y capacitación";"4";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Pertenencia del personal vinculado";"4";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"4";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"1";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Escuela de padres";"4";"2025-11-15 01:50:50"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Uso de la planta física y de los medios";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"1";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Motivación hacia el Aprendizaje";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Mecanismos de Comunicación";"3";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Conocimiento y apropiación del direccionamiento institucional";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Política de inclusión de personas de diferentes grupos poblacionales o diversidad cultural";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Seguimiento y autoevaluación";"3";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Personero Estudiantil";"4";"2025-11-15 01:50:50"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Familias o Acudientes";"4";"2025-11-15 01:50:50"
