ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Recursos para el aprendizaje";"3";"2025-11-15 01:05:59"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Programas para la adecuación y embellecimiento de la planta física";"4";"2025-11-15 01:05:59"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Servicios de transporte, restaurante, cafetería y salud (enfermería, odontología, psicología)";"3";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"3";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"2";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"3";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"1";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Ingresos y gastos";"3";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de las familias";"3";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de los estudiantes";"3";"2025-11-15 01:05:59"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Proyectos de vida";"4";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Actividades Extracurriculares";"3";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"2";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Identificación y Divulgación de Buenas Prácticas";"2";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Articulación de planes, proyectos y acciones";"2";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"4";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"1";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comité de Convivencia";"4";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"4";"2025-11-15 01:05:59"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Personero Estudiantil";"3";"2025-11-15 01:05:59"
