ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Plan de estudios";"2";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Asignación académica";"3";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"4";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Perfiles";"3";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"1";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de las familias";"3";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos psicosociales";"3";"2025-11-20 21:14:38"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Programas de seguridad";"2";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manual de Convivencia";"3";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Metas institucionales";"3";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Articulación de planes, proyectos y acciones";"1";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Estrategia pedagógica";"1";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"2";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Asamblea de Padres de Familia";"2";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comisión de Evaluación y Promoción";"3";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"2";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"2";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"1";"2025-11-20 21:14:38"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Sector Productivo";"2";"2025-11-20 21:14:38"
