ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Apoyo a la investigación";"4";"2025-11-15 00:05:06"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Asignación académica";"3";"2025-11-15 00:05:06"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Formación y capacitación";"4";"2025-11-15 00:05:06"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"2";"2025-11-15 00:05:06"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Presupuesto anual del Fondo de Servicios Educativos (FSE)";"3";"2025-11-15 00:05:06"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos físicos";"3";"2025-11-15 00:05:06"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos psicosociales";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"2";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Conflictos";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Identificación y Divulgación de Buenas Prácticas";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Metas institucionales";"4";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Misión, visión y principios en el marco de una institución integrada";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Política de inclusión de personas de diferentes grupos poblacionales o diversidad cultural";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"2";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Seguimiento y autoevaluación";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comité de Convivencia";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Directivo";"2";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"3";"2025-11-15 00:05:06"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"1";"2025-11-15 00:05:06"
